individual,date,FS_channel,trial,bath_location,temp_increment,group,groups_simplified,externa_length,externa_width,externa_area,ext_biomass,ext_dactyl,externa_colour,starvation_date,starv_time,crab_biomass,dactyl,shell_type,shell_height,crab_water_volume_ml,crab_water_volume_L,control_water_ml,control_water_L,crab_slope_raw,temperature,control_slope_raw,crab_slope_vol_corrected,control_slope_volume_corrected,drift_corrected,met_rate_raw,met_rate,log_met_rate,,,experiment_survival,24_hour_survival,Note,,
8b,2021-8-29,4,12,A,27,nonovigerous,uninfected,,,0,0,0,,2021-8-24,,0.018,1.7,,,,0.02338182,,0.02342396,-0.0140694,27.2287486,-0.0078033,-0.0003289681783,-0.0001827841871,-0.0001461839912,-0.008121332847,8.121332847,0.9096273101,,,yes,unsure survival,,,
21b,2021-8-30,1,13,D,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-25,,0.02,1.9,,,,0.02354646,,0.02358468,-0.0148409,27.1366643,-0.008593,-0.0003494506582,-0.0002026631552,-0.000146787503,-0.007339375149,7.339375149,0.865659087,,,yes,,,,
13c,2021-8-30,2,13,C,27,infected,infected,1.3,0.4,0.52,52,0.3466666667,orange,2021-8-25,,0.01,1.5,,,,0.02337594,,0.02342984,-0.0146501,27.1366643,-0.0110101,-0.0003424598586,-0.0002579648814,-0.00008449497721,-0.008449497721,8.449497721,0.9268308932,,,yes,,,,
18b,2021-8-30,3,13,B,27,infected,infected,,,0,0,0,orange,2021-8-25,,0.031,2.2,,,,0.02335536,,0.02352882,-0.0166762,27.1366643,-0.0083147,-0.0003894786544,-0.0001956350797,-0.0001938435748,-0.006253018541,6.253018541,0.7960897164,,,yes,,,,
39,2021-8-30,4,13,A,27,infected,infected,1.8,0.6,1.08,98.18181818,0.72,orange,2021-8-25,,0.011,1.5,,,,0.023471,,0.02342396,-0.01457,27.1366643,-0.0093665,-0.00034197247,-0.0002194005213,-0.0001225719487,-0.01114290442,11.14290442,1.046998405,,,yes,,,,
7b,2021-8-31,1,14,D,27,infected,infected,1.6,0.5,0.8,28.57142857,0.4,orange/red,2021-8-25,,0.028,2,,,,0.02355528,,0.02358468,-0.0179454,27.1824886,-0.0096249,-0.0004227089217,-0.0002270001865,-0.0001957087352,-0.006989597685,6.989597685,0.8444521789,,,yes,,,,
2b,2021-8-31,2,14,C,27,infected,infected,1.1,0.7,0.77,40.52631579,0.48125,orange,2021-8-25,,0.019,1.6,,,,0.02343474,,0.02342984,-0.0136743,27.1824886,-0.0083562,-0.0003204536652,-0.000195784429,-0.0001246692362,-0.006561538746,6.561538746,0.8170056977,,,yes,,,,
30b,2021-8-31,3,14,B,27,former_ovigerous,uninfected,,,0,#VALUE!,#DIV/0!,,2021-8-25,,NA,,,,,NA,,0.02352882,-0.0133364,27.1824886,-0.009193,#VALUE!,-0.0002163004423,#VALUE!,NA,NA,NA,,,yes,,,,
54b,2021-8-31,4,14,A,27,nonovigerous,uninfected,,,0,0,0,,2021-8-25,,0.012,1.9,,,,0.02336418,,0.02342396,-0.0136447,27.1824886,-0.0092805,-0.0003187972268,-0.0002173860608,-0.0001014111661,-0.008450930506,8.450930506,0.9269045304,,,yes,,,,
40c,2021-9-1,1,15,D,27,nonovigerous,uninfected,,,0,0,0,,2021-8-28,,0.004,1.2,,,,0.02360722,,0.02358468,-0.0117133,27.3152522,-0.0092262,-0.00027651845,-0.0002175969746,-0.00005892147541,-0.01473036885,14.73036885,1.168213622,,,yes,missing?? check other notes,,,
3b,2021-9-1,2,15,C,27,infected,infected,2.3,0.6,1.38,33.65853659,0.575,orange,2021-8-28,,0.041,2.4,,,,0.02331616,,0.02342984,-0.0170261,27.3152522,-0.00677,-0.0003969832718,-0.0001586200168,-0.000238363255,-0.005813737926,5.813737926,0.7644554506,,,yes,yes,,,
32c,2021-9-1,3,15,B,27,infected,infected,1,0.3,0.3,27.27272727,0.2,orange,2021-8-28,,0.011,1.5,,,,0.02350334,,0.02352882,-0.0131537,27.3152522,-0.0072187,-0.0003091558834,-0.0001698474929,-0.0001393083904,-0.01266439913,12.66439913,1.102584589,,,yes,no,,,
11b,2021-9-1,4,15,A,27,infected,infected,0.9,0.5,0.45,37.5,0.3,clear,2021-8-28,,0.012,1.5,,,,0.023422,,0.02342396,-0.0123494,27.3152522,-8.08E-03,-0.0002892476468,-1.89E-04,-1E-04,-8.33E-03,8.33E+00,0.9207814881,,,yes,no,,,
26c,2021-9-2,1,16,D,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-29,,0.014,1.5,,,,0.0235592,,0.02358468,-0.0149838,27.2870753,-0.0098479,-0.000353006341,-0.0002322595702,-0.0001207467708,-0.008624769342,8.624769342,0.9357474893,,,yes,yes,late check sept 7,,
52c,2021-9-2,2,16,C,27,nonovigerous,uninfected,,,0,0,0,,2021-8-29,,0.009,1.4,,,,0.02339456,,0.02342984,-0.0138637,27.2870753,-0.0082287,-0.0003243351615,-0.0001927971244,-0.0001315380371,-0.01461533745,14.61533745,1.164808847,,,yes,yes,late check sept 7,,
27c,2021-9-2,3,16,B,27,infected,infected,1.9,0.6,1.14,63.33333333,0.6333333333,orange,2021-8-29,,0.018,1.8,,,,0.02349942,,0.02352882,-0.0166495,27.2870753,-1.02E-02,-0.0003912535933,-2.41E-04,-1.5E-04,-8.34E-03,8.34E+00,0.9211003911,,,yes,yes,late check sept 7,,
15c,2021-9-2,4,16,A,27,infected,infected,2.2,0.7,1.54,48.125,0.77,orange,2021-8-30,,0.032,2,,,,0.02335928,,0.02342396,-0.0217451,27.2870753,-0.0108067,-0.0005079498795,-0.0002531357085,-0.000254814171,-0.007962942844,7.962942844,0.9010735985,,,yes,yes,late check sept 7,,
19,2021-8-1,1,1,D,32,infected,infected,,,0,0,0,orange,2021-7-27,,0.013,2.4,littorina_scutulata,6.1,,0.02357292,,0.02373854,-0.027222,32.1626519,-0.0228282,-0.0006417020282,-0.0005419081388,-0.00009979388941,-0.007676453032,7.676453032,0.885160597,,,yes,yes,,,
22,2021-8-1,2,1,C,32,nonovigerous,uninfected,,,0,0,0,,2021-7-27,,0.044,5.1,,7.3,,0.02337888,,0.02358566,-0.0326576,32.1626519,-0.0166393,-0.0007634981115,-0.0003924488724,-0.0003710492391,-0.008432937251,8.432937251,0.9259788688,,,yes,yes,,,
43,2021-8-1,3,1,B,32,ovigerous,ovigerous,,,0,0,0,,2021-7-28,,0.031,3.6,,,,0.02348766,,0.02369738,-0.0263768,32.1626519,-0.0135307,-0.0006195293103,-0.0003206421396,-0.0002988871707,-0.009641521636,9.641521636,0.9841455802,,,yes,yes,"not randomly picked, but only one with eggs in jar. had eggs during experiment by August 4 they were gone",,
18,2021-8-1,4,1,A,32,nonovigerous,uninfected,,,0,0,#DIV/0!,,2021-7-27,,0.007,,,,,0.02341416,,0.02357194,-0.0206141,32.1626519,-2.02E-02,-0.0004826618357,-4.77E-04,-5.8E-06,-8.28E-04,8.28E-01,-0.08191159123,,,yes,no,This run has the weird calibration,,
8,2021-8-5,1,2,D,32,former_ovigerous,uninfected,,,0,0,0,,2021-7-29,,0.02,1,littorina_scutulata,6.5,,0.02363368,,0.02373854,-0.022893,33.5644701,-0.0173858,-0.0005410458362,-0.0004127135087,-0.0001283323275,-0.006416616375,6.416616375,0.8073060753,,,yes,no,checked survival for trial on Aug 8 mornign,,
2,2021-8-5,2,2,C,32,hyper_infected,hyper_infected,,,0,0,0,hyper,2021-7-29,,0.051,1.9,littorina_sitkana,7.4,,0.023373,,0.02358566,-0.0305516,33.5644701,-0.016325,-0.0007140825468,-0.0003850358995,-0.0003290466473,-0.006451895045,6.451895045,0.809687294,,,yes,no,checked survival for trial on Aug 8 mornign,,
30,2021-8-5,3,2,B,32,nonovigerous,uninfected,,,0,0,0,,2021-7-29,,0.013,0.9,littorina_scutulata,5.1,,0.02362584,,0.02369738,-0.021386,33.5644701,-0.0081064,-0.0005052622142,-0.0001921004412,-0.000313161773,-0.02408936715,24.08936715,1.381825391,,,yes,no,checked survival for trial on Aug 8 mornign,,figure out why there is a 32C control take 2  (used take 2 in datafile
29,2021-8-5,4,2,A,32,former_ovigerous,uninfected,,,0,0,0,,2021-7-29,,0.018,1.2,,6,,0.02338182,,0.02357194,-0.0219073,33.5644701,-0.015062,-0.0005122325453,-0.0003550405603,-0.000157191985,-0.008732888056,8.732888056,0.9411578931,,,yes,no,checked survival for trial on Aug 8 mornign,,
7,2021-8-6,1,3,D,32,former_ovigerous,uninfected,,,0,0,0,,2021-7-30,,0.013,1.7,littorina_scutulata,5.1,,0.02359546,,0.02353666,-0.0209469,32.6172102,-1.5E-02,-0.0004942517411,-3.53E-04,-1.41E-04,-1.09E-02,1.09E+01,1.036396223,,,yes,no,checked survival for trial on Aug 8 mornign,,
6,2021-8-6,2,3,C,32,former_ovigerous,uninfected,,,0,0,0,,2021-7-30,,0.011,1.3,,3.5,,0.02340142,,0.02337104,-0.0203513,32.6172102,-0.0141637,-0.0004762493188,-0.0003310203992,-0.0001452289196,-0.01320262905,13.20262905,1.120660421,,,yes,yes,checked survival for trial on Aug 8 mornign,,
40,2021-8-6,3,3,B,32,infected_isopod,infected_isopod,,,0,0,0,,2021-7-30,,0.033,2.3,,,,0.0234514,,0.02348276,-0.0266344,32.6172102,-0.0142857,-0.0006246139682,-0.0003354676645,-0.0002891463036,-0.008762009201,8.762009201,0.9426037049,,,yes,yes,checked survival for trial on Aug 8 mornign,,
9,2021-8-6,4,3,A,32,nonovigerous,uninfected,,,0,0,0,,2021-7-30,,0.008,1.2,,,,0.02345042,,0.02340142,-0.0193799,32.6172102,-0.0155726,-0.0004544667946,-0.0003644209531,-0.00009004584147,-0.01125573018,11.25573018,1.051373674,,,yes,NA,checked survival for trial on Aug 8 mornign,,
54,2021-8-8,1,4,D,32,hyper_infected,hyper_infected,,,0,0,0,hyper,2021-7-31,,0.019,1.6,littorina_sitkana,5.5,,0.0235445,,0.02353666,-0.0269719,32.5650719,-0.0191753,-0.0006350398996,-0.0004513225165,-0.0001837173831,-0.00966933595,9.66933595,0.9853966496,,,yes,no,"late check: checked aug 10 not 100% sure this is a lirio, was small.  chance it could be a second ext.",,
24,2021-8-8,2,4,C,32,former_ovigerous,uninfected,,,0,0,0,,2021-7-31,,0.017,1.5,littorina_scutulata,7,,0.02343082,,0.02337104,-0.0247931,32.5650719,-0.0167235,-0.0005809226633,-0.0003908455874,-0.0001900770759,-0.01118100446,11.18100446,1.048480821,,,yes,yes,late check: checked aug 10,,
35,2021-8-8,3,4,B,32,former_ovigerous,uninfected,,,0,0,0,,2021-7-31,,0.018,1.6,littorina_scutulata,7.3,,0.02356214,,0.02348276,-0.0282108,32.5650719,-0.0188418,-0.0006647068191,-0.0004424574674,-0.0002222493517,-0.01234718621,12.34718621,1.091567998,,,yes,yes,late check: checked aug 10,,
3,2021-8-8,4,4,A,32,nonovigerous,uninfected,,,0,0,0,,2021-7-31,,0.011,1.4,littorina_scutulata,6.1,,0.02343278,,0.02340142,-0.0226858,32.5650719,-0.0187838,-0.0005315913605,-0.000439567593,-0.00009202376753,-0.008365797048,8.365797048,0.9225073245,,,yes,no,late check: checked aug 10,,
48,2021-8-9,1,5,D,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-1,,0.043,2.5,littorina_sitkana,7.6,,0.02357782,,0.02353666,-0.0298396,32.2648208,-0.0174977,-0.0007035527177,-0.0004118374157,-0.000291715302,-0.00678407679,6.78407679,0.8314907552,,,yes,yes,,,
11,2021-8-9,2,5,C,32,infected_isopod,infected_isopod,,,0,0,0,,2021-8-1,,0.011,1.5,littorina_scutulata,6.1,,0.0234808,,0.02337104,-0.0197112,32.2648208,-0.0162635,-0.000462834745,-0.000380094909,-0.00008273983592,-0.007521803265,7.521803265,0.8763219702,,,yes,no,,,
14,2021-8-9,3,5,B,32,infected,infected,2.5,0.9,2.25,97.82608696,1.125,red,2021-8-1,,0.023,2,littorina_scutulata,7.2,,0.02350138,,0.02348276,-0.0236246,32.2648208,-0.0161791,-0.0005552107019,-0.0003799299223,-0.0001752807796,-0.007620903462,7.620903462,0.8820064602,,,yes,yes,,,
31,2021-8-9,4,5,A,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-1,,0.011,1.5,littorina_scutulata,5.8,,0.02342298,,0.02340142,-0.0205594,32.2648208,-0.0160443,-0.000481562415,-0.0003754594029,-0.0001061030121,-0.009645728373,9.645728373,0.9843350279,,,yes,yes,,,
26,2021-8-10,1,6,D,32,infected,infected,1.6,0.6,0.96,87.27272727,0.6857142857,orange,2021-8-2,,0.011,1.4,littorina_scutulata,5,,0.02358174,,0.02353666,-0.0218258,32.3718805,-0.0168673,-0.0005146903409,-0.0003969999052,-0.0001176904357,-0.01069913052,10.69913052,1.029348485,,,yes,yes,,,
4,2021-8-10,2,6,C,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-2,,0.017,1.6,littorina_scutulata,7.5,,0.0234661,,0.02337104,-0.0223158,32.3718805,-0.0172207,-0.0005236647944,-0.0004024656685,-0.0001211991259,-0.007129360344,7.129360344,0.8530505661,,,yes,yes,,,
23,2021-8-10,3,6,B,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-2,,0.024,2.1,littorina_sitkana,6.6,,0.02353176,,0.02348276,-0.0247381,32.3718805,-0.0143606,-0.0005821310321,-0.0003372265233,-0.0002449045088,-0.01020435453,10.20435453,1.008785539,,,yes,no,,,
13,2021-8-10,4,6,A,32,nonovigerous,uninfected,,,0,0,0,,2021-8-2,,0.029,2.2,littorina_sitkana,6.5,,0.02341318,,0.02340142,-0.026483,32.3718805,-0.0157627,-0.0006200512459,-0.000368869563,-0.0002511816829,-0.008661437342,8.661437342,0.937589968,,,yes,yes,,,
27,2021-8-11,1,7,D,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-4,,0.024,1.7,littorina_scutulata,7.4,,0.02358566,,0.02353666,-0.0265178,32.183408,-0.0171982,-0.0006254398147,-0.000404788186,-0.0002206516287,-0.009193817864,9.193817864,0.9634958958,,,yes,no,"late survival check, august 14",,
20,2021-8-11,2,7,C,32,infected,infected,1.6,0.8,1.28,80,0.7111111111,orange/red,2021-8-4,,0.016,1.8,littorina_scutulata,7.3,,0.02340534,,0.02337104,-0.0232745,32.183408,-0.0168948,-0.0005447475858,-0.0003948490466,-0.0001498985392,-0.009368658702,9.368658702,0.971677418,,,yes,no,"late survival check, august 14",,
49,2021-8-11,3,7,B,32,infected,infected,,,0,0,0,,2021-8-4,,0.016,1.7,littorina_scutulata,6.7,,0.02355038,,0.02348276,-0.0214674,32.183408,-0.0168253,-0.0005055654276,-0.0003951044818,-0.0001104609458,-0.006903809111,6.903809111,0.8390887747,,,yes,no,"late survival check, august 14",,
17,2021-8-11,4,7,A,32,nonovigerous,uninfected,,,0,0,0,,2021-8-4,,0.015,1.4,littorina_scutulata,6.5,,0.02338378,,0.02340142,-0.0240779,32.183408,-0.0174526,-0.0005630323165,-0.0004084156227,-0.0001546166938,-0.01030777958,10.30777958,1.013165123,,,yes,no,"late survival check, august 14",,
32,2021-8-14,1,8,D,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-8,,0.014,1.9,littorina_scutulata,6.4,,0.02365328,,0.02353666,-0.0241993,32.5012281,-0.0196595,-0.0005723928187,-0.0004627189673,-0.0001096738514,-0.007833846531,7.833846531,0.8939750592,,,yes,no,,,
33,2021-8-14,2,8,C,32,infected,infected,1.5,0.4,0.6,37.5,0.3333333333,orange/red,2021-8-8,,0.016,1.8,littorina_scutulata,7.4,,0.02337986,,0.02337104,-0.0233578,32.5012281,-0.0177761,-0.0005461020939,-0.0004154459441,-0.0001306561498,-0.00816600936,8.16600936,0.9120098734,,,yes,yes,,,
36,2021-8-14,3,8,B,32,infected,infected,,,0,#VALUE!,#DIV/0!,,2021-8-8,,dead,,,,,NA,,0.04231248,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,,,yes,no,,,
46,2021-8-14,4,8,A,32,nonovigerous,uninfected,,,0,0,0,,2021-8-8,,0.011,1.6,littorina_scutulata,5.4,,0.02341416,,0.02340142,-0.0271304,32.5012281,-0.0229468,-0.0006352355265,-0.0005369877045,-0.00009824782201,-0.008931620183,8.931620183,0.9509302464,,,yes,yes,,,
15,2021-8-15,1,9,D,32,infected,infected,2.4,0.9,2.16,120,1.028571429,orange,2021-8-9,,0.018,2.1,littorina_sitkana,6.4,,0.02358076,,0.02353666,-0.021386,32.0229164,-0.0127715,-0.0005042981334,-0.0003005984532,-0.0002036996802,-0.0113166489,11.3166489,1.053717842,,,yes,no,"late survival check, aug 20",,
44,2021-8-15,2,9,C,32,nonovigerous,uninfected,,,0,0,0,,2021-8-9,,0.017,2.2,littorina_scutulata,7.9,,0.02344258,,0.02337104,-0.0193513,32.0229164,-0.0134851,-0.0004536443984,-0.0003151608115,-0.0001384835869,-0.008146093344,8.146093344,0.9109493823,,,yes,yes,"late survival check, aug 17",,
52,2021-8-15,3,9,B,32,infected,infected,2.3,0.7,1.61,76.66666667,0.6708333333,orange,2021-8-9,,0.021,2.4,littorina_scutulata,7.6,,0.02356214,,0.02352882,-0.0221354,32.0229164,-0.0149702,-0.0005215573938,-0.0003522311412,-0.0001693262526,-0.008063154885,8.063154885,0.9065050023,,,yes,no,"late survival check, aug 19",,
16,2021-8-15,4,9,A,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-9,,0.02,2.1,littorina_scutulata,6.5,,0.02342984,,0.02342396,-0.0220434,32.0229164,-0.0134037,-0.0005164733351,-0.0003139677327,-0.0002025056024,-0.01012528012,10.12528012,1.005407047,,,yes,yes,"late survival check, aug 18",,
12,2021-8-25,1,10,D,32,infected,infected,2.3,0.9,2.07,64.6875,0.9857142857,orange,2021-8-17,,0.032,2.1,littorina_sitkana,7.4,,0.02357292,,0.02353666,-0.0192468,32.1492614,-0.0093517,-0.0004537032767,-0.0002201077833,-0.0002335954933,-0.007299859167,7.299859167,0.8633144815,,,yes,no,,,
10,2021-8-25,NA,10,NA,32,former_ovigerous,uninfected,,,0,#VALUE!,#DIV/0!,,2021-8-17,,NA,,,,,NA,,0.02337104,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,,,yes,NA,,,
1,2021-8-25,3,10,B,32,infected,infected,1.4,0.4,0.56,46.66666667,0.2947368421,orange,2021-8-17,,0.012,1.9,littorina_scutulata,6.4,,0.02352392,,0.02352882,-0.012536,32.1492614,-0.0074585,-0.0002948958611,-0.000175489704,-0.0001194061572,-0.009950513096,9.950513096,0.9978454756,,,yes,no,,,
51,2021-8-25,4,10,A,32,nonovigerous,uninfected,,,0,0,0,,2021-8-17,,0.012,1.7,littorina_scutulata,6.5,,0.02347198,,0.02342396,-0.0159316,32.1492614,-0.0100228,-0.0003739461966,-0.0002347736663,-0.0001391725303,-0.01159771086,11.59771086,1.064372277,,,yes,no,check aug 28,,
42,2021-8-28,1,11,D,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-24,,0.067,2.6,littorina_sitkana,6.9,,0.02343964,,0.02358468,-0.0358975,32.2849894,-0.0155482,-0.0008414244769,-0.0003666993216,-0.0004747251553,-0.007085450079,7.085450079,0.8503674426,,,yes,no,,,
47,2021-8-28,2,11,C,32,infected,infected,1.2,0.5,0.6,50,0.4,orange,2021-8-24,,0.012,1.5,littorina_scutulata,5.1,,0.02342788,,0.02342984,-0.0200127,32.2849894,-0.0137738,-0.0004688551341,-0.0003227179302,-0.0001461372039,-0.01217810032,12.17810032,1.085579547,,,yes,no,x,,
38,2021-8-28,3,11,B,32,infected_isopod,infected,,,0,0,0,,2021-8-24,,0.083,3.4,littorina_sitkana,6.2,,0.02348472,,0.02352882,-0.0333158,32.2849894,-1.3E-02,-0.0007824122346,-3.06E-04,-4.76E-04,-5.74E-03,5.74E+00,0.7585835447,,,yes,no,,,
46,2021-8-28,4,11,A,32,infected,uninfected,0.7,0.3,0.21,26.25,0.15,clear,2021-8-24,,0.008,1.4,littorina_scutulata,5.1,,0.023389366,,0.02342396,-0.0183621,32.2849894,-0.0138154,-0.0004294778774,-0.000323611377,-0.0001058665004,-0.01323331256,13.23331256,1.12166857,,,yes,no,,,
53,2021-8-29,1,12,D,32,infected,infected,1.8,0.7,1.26,60,0.7411764706,orange,2021-8-24,,0.021,1.7,,,,0.02350432,,0.02358468,-0.0198837,32.4892075,-0.0124525,-0.0004673528476,-0.0002936882277,-0.0001736646199,-0.008269743804,8.269743804,0.9174920554,,,yes,no,check aug 30,,
17c,2021-8-29,2,12,C,32,infected,infected,1.8,0.7,1.26,70,0.6631578947,orange,2021-8-24,,0.018,1.9,,,,0.0233387,,0.02342984,-0.0217213,32.4892075,-1.25E-02,-0.0005069469043,-2.94E-04,-2.13E-04,-1.18E-02,1.18E+01,1.073146981,,,yes,yes,"mistake, that this one was used, not properly starved ",,
19b,2021-8-29,3,12,B,32,infected,infected,2,0.8,1.6,100,0.7272727273,orange,2021-8-24,,0.016,2.2,,,,0.0235396,,0.02352882,-0.0184025,32.4892075,-0.0119442,-0.000433187489,-0.0002810329318,-0.0001521545572,-0.009509659822,9.509659822,0.9781649817,,,yes,yes,,,
8b,2021-8-29,4,12,A,32,nonovigerous,uninfected,,,0,0,0,,2021-8-24,,0.018,1.7,,,,0.02338182,,0.02342396,-0.0215706,32.4892075,-0.0126492,-0.0005043598865,-0.0002962943548,-0.0002080655317,-0.0115591962,11.5591962,1.062927635,,,yes,unsure survival,,,
21b,2021-8-30,1,13,D,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-25,,0.02,1.9,,,,0.02354646,,0.02358468,-0.0195944,32.0109605,-0.0107668,-0.0004613787558,-0.0002539315326,-0.0002074472232,-0.01037236116,10.37236116,1.01587763,,,yes,,,,
13c,2021-8-30,2,13,C,32,infected,infected,1.3,0.4,0.52,52,0.3466666667,orange,2021-8-25,,0.01,1.5,,,,0.02337594,,0.02342984,-0.016781,32.0109605,-0.0128956,-0.0003922716491,-0.0003021418447,-0.00009012980444,-0.009012980444,9.012980444,0.9548684287,,,yes,,,,
18b,2021-8-30,3,13,B,32,infected,infected,,,0,0,0,orange,2021-8-25,,0.031,2.2,,,,0.02335536,,0.02352882,-0.0211243,32.0109605,-0.0099174,-0.0004933656312,-0.0002333447195,-0.0002600209118,-0.008387771348,8.387771348,0.923646583,,,yes,,,,
39,2021-8-30,4,13,A,32,infected,infected,1.8,0.6,1.08,98.18181818,0.72,orange,2021-8-25,,0.011,1.5,,,,0.023471,,0.02342396,-0.0183394,32.0109605,-0.0113951,-0.0004304440574,-0.0002669183666,-0.0001635256908,-0.01486597189,14.86597189,1.172193307,,,yes,,,,
7b,2021-8-31,1,14,D,32,infected,infected,1.6,0.5,0.8,28.57142857,0.4,orange/red,2021-8-25,,0.028,2,,,,0.02355528,,0.02358468,-0.0236238,31.9966715,-0.0143011,-0.0005564652237,-0.0003372868671,-0.0002191783565,-0.007827798447,7.827798447,0.8936396348,,,yes,,,,
2b,2021-8-31,2,14,C,32,infected,infected,1.1,0.7,0.77,40.52631579,0.48125,orange,2021-8-25,,0.019,1.6,,,,0.02343474,,0.02342984,-0.0194991,31.9966715,-0.0124566,-0.0004569563387,-0.0002918561449,-0.0001651001938,-0.008689483884,8.689483884,0.9389939821,,,yes,,,,
30b,2021-8-31,3,14,B,32,former_ovigerous,uninfected,,,0,#VALUE!,#DIV/0!,,2021-8-25,,NA,,,,,NA,,0.02352882,-0.0187758,31.9966715,-0.0121143,#VALUE!,-0.0002850351841,#VALUE!,NA,NA,NA,,,yes,,,,
54b,2021-8-31,4,14,A,32,nonovigerous,uninfected,,,0,0,0,,2021-8-25,,0.012,1.9,,,,0.02336418,,0.02342396,-0.0197078,31.9966715,-0.0136647,-0.0004604565866,-0.0003200813862,-0.0001403752004,-0.01169793337,11.69793337,1.068109143,,,yes,,,,
40c,2021-9-1,1,15,D,32,nonovigerous,uninfected,,,0,0,0,,2021-8-28,,0.004,1.2,,,,0.02360722,,0.02358468,-0.0159276,32.0229417,-0.012996,-0.0003760063573,-0.0003065065013,-0.00006949985599,-0.017374964,17.374964,1.239923913,,,yes,missing?? check other notes,,,
3b,2021-9-1,2,15,C,32,infected,infected,2.3,0.6,1.38,33.65853659,0.575,orange,2021-8-28,,0.041,2.4,,,,0.02331616,,0.02342984,-0.0246698,32.0229417,-0.010499,-0.000575205004,-0.0002459898902,-0.0003292151138,-0.008029636922,8.029636922,0.9046959081,,,yes,yes,,,
32c,2021-9-1,3,15,B,32,infected,infected,1,0.3,0.3,27.27272727,0.2,orange,2021-8-28,,0.011,1.5,,,,0.02350334,,0.02352882,-0.0181311,32.0229417,-0.0117398,-0.0004261414079,-0.000276223641,-0.0001499177668,-0.01362888789,13.62888789,1.134460419,,,yes,no,,,
11b,2021-9-1,4,15,A,32,infected,infected,0.9,0.5,0.45,37.5,0.3,clear,2021-8-28,,0.012,1.5,,,,0.023422,,0.02342396,-0.0181665,32.0229417,-1.3E-02,-0.000425495763,-3.04E-04,-1.22E-04,-1.01E-02,1.01E+01,1.006271892,,,yes,no,,,
26c,2021-9-2,1,16,D,32,former_ovigerous,uninfected,,,0,0,0,,2021-8-29,,0.014,1.5,,,,0.0235592,,0.02358468,-0.0235081,32.2662572,-0.0177458,-0.0005538320295,-0.0004185290143,-0.0001353030152,-0.009664501084,9.664501084,0.9851794391,,,yes,yes,late check sept 7,,
52c,2021-9-2,2,16,C,32,nonovigerous,uninfected,,,0,0,0,,2021-8-29,,0.009,1.4,,,,0.02339456,,0.02342984,-0.0206189,32.2662572,-0.0149903,-0.0004823700932,-0.0003512203306,-0.0001311497626,-0.01457219585,14.57219585,1.163524999,,,yes,yes,late check sept 7,,
27c,2021-9-2,3,16,B,32,infected,infected,1.9,0.6,1.14,63.33333333,0.6333333333,orange,2021-8-29,,0.018,1.8,,,,0.02349942,,0.02352882,-0.0228052,32.2662572,-1.53E-02,-0.000535908973,-3.61E-04,-1.75E-04,-9.74E-03,9.74E+00,0.9883500609,,,yes,yes,late check sept 7,,
15c,2021-9-2,4,16,A,32,infected,infected,2.2,0.7,1.54,48.125,0.77,orange,2021-8-30,,0.032,2,,,,0.02335928,,0.02342396,-0.028847,32.2662572,-0.0154646,-0.0006738451502,-0.0003622421718,-0.0003116029783,-0.009737593073,9.737593073,0.9884516217,,,yes,yes,late check sept 7,,
