site ,date,researcher,salinity,density,shore_type,year,search ,rhizo,liriopsis,gill_isopod,ovigerous,colonial_rhizo,2nd_dactyl,spp,shell_type,broken,shell_length,shell_width,shell_opening,date_my_format,note,lat,long
belcarra_pier,2020-9-17,MA,27,18.33,inland,2020,3,yes,no,no,no,,2,hirsutiusculus,,,,,,17-9-2020,,49.31315,-122.92769
belcarra_pier,2020-9-17,MA,27,18.33,inland,2020,3,no,no,no,no,,2.3,hirsutiusculus,,,,,,17-9-2020,,49.31315,-122.92769
belcarra_pier,2020-9-17,MA,27,18.33,inland,2020,3,no,no,no,no,,2.3,hirsutiusculus,,,,,,17-9-2020,,49.31315,-122.92769
belcarra_pier,2020-9-17,MA,27,18.33,inland,2020,3,yes,no,no,no,,1.9,hirsutiusculus,,,,,,17-9-2020,,49.31315,-122.92769
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,1,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,16.7,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,1,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,12.1,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,1,no,no,no,no,,2.1,hirsutiusculus,nassarius,no,14.1,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,1,yes,no,no,no,,2.4,hirsutiusculus,nassarius,no,13.5,,,9-11-2020,orange,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,1,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,13.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,1,no,no,no,no,,2.2,hirsutiusculus,nassarius,no,12.9,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,1,no,no,no,no,,2.8,hirsutiusculus,nassarius,no,14.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,1,no,no,no,no,,2.4,hirsutiusculus,nassarius,no,10.6,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,6.1,hirsutiusculus,nassarius,no,16.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.8,hirsutiusculus,nassarius,yes,16,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,12.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.6,hirsutiusculus,nassarius,no,15.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.6,hirsutiusculus,nassarius,no,15,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.1,hirsutiusculus,nassarius,no,12.4,,,9-11-2020,looks like partially broken dactyl ,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,14.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.6,hirsutiusculus,nassarius,no,14.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.1,hirsutiusculus,nassarius,no,14.7,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,2,no,no,no,no,,2.4,hirsutiusculus,nassarius,no,NA,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,3,yes,no,no,no,,1.4,hirsutiusculus,nassarius,no,16.5,,,9-11-2020,orange,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,3,no,no,no,no,,NA,hirsutiusculus,nassarius,no,NA,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,3,no,no,no,no,,2.9,hirsutiusculus,nassarius,no,14.5,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,3,no,no,no,no,,2.2,hirsutiusculus,nassarius,no,12.6,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,3,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,13.9,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,3,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,13.5,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,3,yes,no,no,no,,2.4,hirsutiusculus,nassarius,no,NA,,,9-11-2020,double orange,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,3,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,12.7,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,12.1,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,yes,no,no,no,,2.6,hirsutiusculus,nassarius,yes,11.2,,,9-11-2020,orange,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,no,no,no,no,,2.6,hirsutiusculus,nassarius,no,13.9,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,yes,no,no,no,,2.1,hirsutiusculus,nassarius,no,15.5,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,16.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,yes,no,no,no,,2.2,hirsutiusculus,nassarius,no,16.7,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,no,no,no,no,,2,hirsutiusculus,littorina_scutalata,no,7.8,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,no,no,no,no,,2.6,hirsutiusculus,nassarius,no,14.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,no,no,no,no,,2.2,hirsutiusculus,nassarius,no,13.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,no,no,no,no,,2.1,hirsutiusculus,nassarius,no,12,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,yes,no,no,no,,2.4,hirsutiusculus,nassarius,no,14.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,no,no,no,yes,,2.4,hirsutiusculus,nassarius,no,11.9,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,4,yes,no,no,no,,2.4,hirsutiusculus,nassarius,no,14.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,5.7,hirsutiusculus,nassarius,yes,10.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.2,hirsutiusculus,nassarius,NA,NA,,,9-11-2020,broke tip dactyl,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.6,hirsutiusculus,nassarius,no,15.8,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.6,hirsutiusculus,nassarius,no,15.8,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.8,hirsutiusculus,nassarius,no,16.9,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,13,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,14.7,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.8,hirsutiusculus,nassarius,no,14.1,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.1,hirsutiusculus,nassarius,no,15.1,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.2,hirsutiusculus,nassarius,no,14.1,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.4,hirsutiusculus,nassarius,no,13.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2,hirsutiusculus,nassarius,no,12.1,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,yes,no,no,no,,2.2,hirsutiusculus,nassarius,no,NA,,,9-11-2020,orange,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.4,hirsutiusculus,nassarius,no,13,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,16.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.1,hirsutiusculus,nassarius,no,13.4,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,3.1,hirsutiusculus,nassarius,no,14.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,yes,no,no,no,,2.8,hirsutiusculus,nassarius,no,14.7,,,9-11-2020,orange,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,yes,no,no,no,,2.3,hirsutiusculus,nassarius,no,13.8,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,NA,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.6,hirsutiusculus,nassarius,no,14.8,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.1,hirsutiusculus,nassarius,no,13.3,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,yes,no,no,no,,2.5,hirsutiusculus,nassarius,no,14.9,,,9-11-2020,"pink, small",49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.5,hirsutiusculus,nassarius,no,15.7,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,13.9,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,yes,no,no,no,,2.3,hirsutiusculus,nassarius,no,13.4,,,9-11-2020,orange,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2,hirsutiusculus,nassarius,yes,12.6,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,13,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.4,hirsutiusculus,nassarius,yes,13.2,,,9-11-2020,,49.30126,-122.87349
lamborghini_cove,2020-11-9,MA,20,13.8,inland,2020,5,no,no,no,no,,2.3,hirsutiusculus,nassarius,no,13.1,,,9-11-2020,,49.30126,-122.87349
strathcona,2020-11-21,MA,15,4,inland,2020,1,no,no,no,no,,3.7,hirsutiusculus,nassarius,yes,17,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,1,no,no,no,no,,4.8,hirsutiusculus,nassarius,no,12.3,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,1,yes,no,no,no,,2.1,hirsutiusculus,nassarius,no,13.6,,,21-11-2020,orange,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,1,no,no,no,no,,2.5,hirsutiusculus,littorina_scutalata,no,17.3,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,2,NA,NA,NA,NA,,2.4,hirsutiusculus,nassarius,yes,14.1,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,2,yes,no,no,no,,2.1,hirsutiusculus,nassarius,no,13.3,,,21-11-2020,"pink, small",49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,2,no,no,no,no,,2,hirsutiusculus,nassarius,no,15,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,3,no,no,no,no,,1.9,hirsutiusculus,littorina_scutalata,no,5,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,3,no,no,no,no,,4,hirsutiusculus,no_shell,NA,NA,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,3,no,no,no,no,,1.6,hirsutiusculus,nassarius,yes,9.1,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,3,no,no,no,no,,1.3,hirsutiusculus,littorina_scutalata,no,4.7,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,3,no,no,no,no,,4.7,hirsutiusculus,nassarius,yes,8.1,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,3,no,no,no,no,,2.5,hirsutiusculus,littorina_sitkana,yes,6.7,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,3,no,no,no,no,,2.8,hirsutiusculus,littorina_scutalata,yes,9.3,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,4,yes,no,no,no,,3,hirsutiusculus,nassarius,yes,7.2,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,4,no,no,no,no,,2.7,hirsutiusculus,littorina_scutalata,yes,6.6,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,4,no,no,no,no,,3.6,hirsutiusculus,littorina_sitkana,no,9.4,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,4,no,no,no,no,,2.3,hirsutiusculus,nassarius,yes,9.6,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,5,no,no,no,no,,3.2,hirsutiusculus,littorina_scutalata,yes,7.5,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,5,no,no,no,no,,4.8,hirsutiusculus,nassarius,yes,12.6,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,5,no,no,no,no,,3,hirsutiusculus,nassarius,no,5.8,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,5,no,no,no,no,,2.4,hirsutiusculus,littorina_scutalata,no,5.7,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,6,yes,no,no,no,,4,hirsutiusculus,littorina_sitkana,yes,7.2,,,21-11-2020,orange,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,6,yes,no,no,no,,3.1,hirsutiusculus,littorina_sitkana,yes,5.8,,,21-11-2020,orange,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,6,no,no,no,no,,2.1,hirsutiusculus,littorina_scutalata,NA,6.8,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,7,no,no,no,no,,6.4,hirsutiusculus,littorina_sitkana,NA,10,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,7,yes,no,no,no,,4,hirsutiusculus,nassarius,yes,8.3,,,21-11-2020,red,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,7,yes,no,no,no,,2.3,hirsutiusculus,nassarius,no,14.3,,,21-11-2020,orange w/ hyper not sure ?,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,8,yes,no,no,no,,2.6,hirsutiusculus,littorina_scutalata,no,5.7,,,21-11-2020,double orange,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,8,no,no,no,no,,3,hirsutiusculus,littorina_scutalata,yes,5.8,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,8,no,no,no,no,,3.5,hirsutiusculus,littorina_sitkana,yes,6.6,,,21-11-2020,,49.31846,-122.94357
strathcona,2020-11-21,MA,15,4,inland,2020,8,no,no,no,no,,3,hirsutiusculus,littorina_sitkana,yes,4.3,,,21-11-2020,,49.31846,-122.94357
kits_point,2020-11-22,MA,NA,1,inland,2020,1,no,no,no,no,,1.9,hirsutiusculus,littorina_scutalata,yes,7.1,,,22-11-2020,,49.27807,-123.1511
kits_point,2020-11-22,MA,NA,1,inland,2020,2,no,no,no,no,,2.7,hirsutiusculus,littorina_scutalata,no,6.2,,,22-11-2020,,49.27807,-123.1511
kits_point,2020-11-22,MA,NA,1,inland,2020,3,no,no,no,no,,1.6,hirsutiusculus,littorina_scutalata,no,7.5,,,22-11-2020,,49.27807,-123.1511
kits_point,2020-11-22,MA,NA,1,inland,2020,3,no,no,no,no,,1.6,hirsutiusculus,littorina_scutalata,no,4.5,,,22-11-2020,,49.27807,-123.1511
kits_point,2020-11-22,MA,NA,1,inland,2020,4,no,no,no,no,,2.1,hirsutiusculus,littorina_scutalata,no,7,,,22-11-2020,,49.27807,-123.1511
kits_point,2020-11-22,MA,NA,1,inland,2020,5,no,no,no,no,,2.2,hirsutiusculus,littorina_scutalata,no,6.1,,,22-11-2020,,49.27807,-123.1511
kits_point,2020-11-22,MA,NA,1,inland,2020,5,no,no,no,no,,1.6,hirsutiusculus,littorina_scutalata,yes,5.3,,,22-11-2020,,49.27807,-123.1511
kits_point,2020-11-22,MA,NA,1,inland,2020,6,no,no,no,yes,,1.8,hirsutiusculus,littorina_scutalata,no,7.7,,,22-11-2020,,49.27807,-123.1511
kits_point,2020-12-11,MA,17,1,inland,2020,3,no,no,no,no,,4.5,hirsutiusculus,nucella_lamellosa,no,8,,,11-12-2020,,49.27807,-123.1511
kits_point,2020-12-11,MA,17,1,inland,2020,4,no,no,no,no,,2.7,hirsutiusculus,littorina_scutalata,no,8.8,,,11-12-2020,,49.27807,-123.1511
kits_point,2020-12-11,MA,17,1,inland,2020,4,no,no,no,no,,2.5,hirsutiusculus,littorina_scutalata,no,9.2,,,11-12-2020,,49.27807,-123.1511
kits_point,2020-12-11,MA,17,1,inland,2020,4,no,no,no,no,,2.6,hirsutiusculus,littorina_scutalata,no,7.4,,,11-12-2020,,49.27807,-123.1511
kits_point,2020-12-11,AG,17,1,inland,2020,5,no,no,no,no,,5.8,hirsutiusculus,nucella_lamellosa,no,20,,,11-12-2020,,49.27807,-123.1511
kits_point,2020-12-11,AG,17,1,inland,2020,6,no,no,no,no,,6,hirsutiusculus,nucella_lamellosa,yes,10.5,,,11-12-2020,,49.27807,-123.1511
kits_point,2020-12-11,AG,17,1,inland,2020,6,no,no,no,no,,8,hirsutiusculus,nucella_lamellosa,yes,30.2,,,11-12-2020,,49.27807,-123.1511
kits_point,2020-12-11,AG,17,1,inland,2020,6,no,no,no,no,,7.1,hirsutiusculus,nucella_lamellosa,no,42,,,11-12-2020,,49.27807,-123.1511
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,5.8,hirsutiusculus,nassarius,yes,11.6,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,4,hirsutiusculus,littorina_sitkana,yes,NA,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,4.3,hirsutiusculus,nassarius,yes,9.6,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,4.4,hirsutiusculus,littorina_scutalata,yes,9,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,3.5,hirsutiusculus,nassarius,no,7.1,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,yes,no,,4.5,hirsutiusculus,nassarius,yes,14.2,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,4.8,hirsutiusculus,nassarius,no,13.5,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,4.2,hirsutiusculus,nassarius,no,12,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,yes,no,no,no,,3.3,hirsutiusculus,nassarius,no,11.7,,,12-12-2020,orange,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,yes,no,no,no,,2,hirsutiusculus,nassarius,yes,10.3,,,12-12-2020,orange,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,3.9,hirsutiusculus,nassarius,no,12.2,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,3.7,hirsutiusculus,littorina_scutalata,no,6.5,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,4,hirsutiusculus,nassarius,yes,7.6,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,yes,no,no,no,,2.1,hirsutiusculus,nassarius,no,12.4,,,12-12-2020,orange,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,3.3,hirsutiusculus,NA,NA,NA,,,12-12-2020,lost,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,yes,,2.3,hirsutiusculus,nassarius,no,12.9,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,yes,,2.3,hirsutiusculus,nassarius,no,12.5,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,yes,,2.4,hirsutiusculus,nassarius,no,15.4,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,yes,no,no,no,,2.3,hirsutiusculus,nassarius,no,9.8,,,12-12-2020,orange,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,3.6,hirsutiusculus,littorina_sitkana,yes,5.5,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,2.4,hirsutiusculus,nassarius,yes,8.6,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,yes,no,no,no,,2.1,hirsutiusculus,nassarius,yes,9.6,,,12-12-2020,orange,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,yes,,2,hirsutiusculus,NA,NA,NA,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,2.9,hirsutiusculus,littorina_scutalata,no,6,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,2.1,hirsutiusculus,nassarius,no,12.1,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,yes,no,no,no,,2.6,hirsutiusculus,nassarius,no,14,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,2.1,hirsutiusculus,nassarius,yes,7,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,2.3,hirsutiusculus,nassarius,yes,9.2,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,3,no,no,no,no,,1.9,hirsutiusculus,nassarius,no,12.9,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,4,no,no,no,no,,5.8,hirsutiusculus,NA,NA,NA,,,12-12-2020,lost shell,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,4,no,no,no,no,,5.3,hirsutiusculus,nassarius,NA,7.2,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,4,no,no,no,no,,3.7,hirsutiusculus,nassarius,yes,9.6,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,4,no,no,no,no,,3,hirsutiusculus,nassarius,yes,11.1,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,4,no,no,no,no,,2.3,hirsutiusculus,nassarius,yes,10.3,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,MA,19,28.6,inland,2020,4,no,no,no,no,,2.1,hirsutiusculus,nassarius,yes,10.7,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,Miranda,19,28.6,inland,2020,5,no,no,no,no,,5.5,hirsutiusculus,nassarius,yes,8.4,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,Miranda,19,28.6,inland,2020,5,no,no,no,yes,,3.5,hirsutiusculus,nassarius,yes,10.6,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,Miranda,19,28.6,inland,2020,5,yes,no,no,no,,1.9,hirsutiusculus,nassarius,yes,10,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,Miranda,19,28.6,inland,2020,5,yes,no,no,no,,2.2,hirsutiusculus,nassarius,yes,7,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,Miranda,19,28.6,inland,2020,5,yes,no,no,no,,1.8,hirsutiusculus,nassarius,no,12,,,12-12-2020,,49.31028,-122.92775
belcarra,2020-12-12,Miranda,19,28.6,inland,2020,5,no,no,no,no,,2,hirsutiusculus,nassarius,yes,9.3,,,12-12-2020,,49.31028,-122.92775
